Student_ID,Region,Subject,Gender,Grade_Level,Age,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Assignment_Submission_Rate,Percentage,Engagement_Level
365,North America,History,Male,11,16,20,21.8,13.5,36.8,82.1,Medium
366,East Asia,Economics,Male,10,16,20,28.0,11.5,42.4,68.2,Medium
367,South Asia,Computer Science,Male,11,17,33,25.2,11.8,42.8,66.0,High
368,Europe,Economics,Female,12,17,32,20.6,14.0,31.9,59.6,Medium
369,North America,Science,Female,11,17,46,48.9,12.2,55.3,72.1,High
370,Africa,Mathematics,Female,12,18,13,8.8,9.3,38.6,66.9,Low
371,South Asia,English,Female,12,17,23,40.9,1.8,60.4,84.3,High
372,East Asia,Computer Science,Male,12,18,8,40.2,4.7,50.1,81.7,Medium
373,South Asia,Economics,Female,9,15,6,43.2,8.5,51.9,66.8,Medium
374,South Asia,Mathematics,Female,11,16,20,27.7,11.0,52.1,68.1,Medium
375,South America,Economics,Female,12,18,11,21.5,11.3,54.8,57.0,Low
376,North America,English,Male,11,17,23,21.9,8.0,45.4,69.1,Medium
377,Africa,Computer Science,Female,12,17,8,27.9,10.2,36.1,71.4,Low
378,Africa,Computer Science,Female,10,16,32,23.0,15.0,46.9,67.0,Medium
379,South Asia,Mathematics,Male,12,18,28,52.1,11.3,60.7,65.2,High
380,Europe,English,Male,12,17,16,21.3,9.5,43.2,57.2,Low
381,North America,Mathematics,Female,10,15,12,30.1,9.4,52.2,63.3,Medium
382,South America,English,Female,12,18,27,39.0,5.0,31.6,63.9,High
383,South America,Computer Science,Male,10,15,9,8.1,4.2,31.8,64.9,Low
384,Europe,Computer Science,Female,12,18,15,3.9,2.9,32.7,63.8,Low
385,North America,Computer Science,Male,11,17,29,45.2,5.8,53.4,71.2,High
386,North America,History,Male,12,18,23,29.9,11.4,40.5,74.2,High
387,North America,Mathematics,Male,12,17,22,57.1,9.5,71.5,73.9,High
388,Africa,History,Female,11,17,13,27.3,10.5,37.4,71.3,Low
389,South America,English,Male,9,14,32,20.5,12.6,46.5,66.4,Medium
390,North America,History,Female,11,17,18,33.1,10.1,38.2,71.4,Medium
391,Africa,Science,Male,11,16,26,43.6,8.6,60.3,64.2,High
392,Europe,Computer Science,Male,11,17,5,42.9,1.2,62.0,85.5,Medium
393,South Asia,History,Male,11,17,29,42.1,14.0,63.3,79.0,High
394,East Asia,English,Male,10,15,19,19.3,11.9,44.0,73.4,Low
395,Africa,Mathematics,Male,12,18,15,12.7,5.9,43.5,50.0,Low
396,South America,Mathematics,Male,11,16,35,27.7,10.6,55.2,63.0,High
397,North America,English,Female,11,16,25,31.2,10.5,45.4,69.3,Medium
398,Europe,History,Female,10,15,6,34.8,8.1,46.1,76.1,Low
399,Europe,Economics,Other,10,16,29,23.7,7.0,30.0,76.1,Medium
400,Europe,Computer Science,Female,12,18,29,16.8,5.8,44.4,53.5,Medium
401,South America,English,Male,11,16,33,49.4,16.6,49.0,88.0,High
402,Africa,Science,Male,10,16,6,22.6,8.6,27.6,40.9,Low
403,Europe,Science,Male,10,15,7,21.0,15.5,43.2,71.3,Low
404,South America,Mathematics,Female,11,16,3,19.0,6.2,28.3,55.7,Low
405,South Asia,Mathematics,Male,10,15,10,23.1,4.0,32.0,54.7,Low
406,East Asia,Economics,Female,9,15,16,26.5,5.0,46.9,58.4,Medium
407,South Asia,Mathematics,Female,9,15,19,27.3,7.4,25.7,58.0,Medium
408,North America,Economics,Female,11,17,16,34.8,7.9,50.8,61.2,Medium
409,South America,History,Female,9,14,26,23.7,15.4,50.8,76.5,Medium
410,North America,History,Male,12,17,8,16.4,11.6,59.2,71.0,Low
411,Europe,Economics,Male,10,15,19,46.4,2.4,61.9,68.2,High
412,Europe,Computer Science,Male,12,17,12,22.4,7.9,50.5,67.2,Low
413,Europe,Mathematics,Female,12,17,49,47.2,12.1,51.3,78.4,High
414,North America,Economics,Female,12,17,18,35.6,11.0,51.5,66.0,Medium
415,North America,Science,Male,11,17,12,22.6,0.6,33.8,65.1,Low
416,Africa,History,Female,11,17,22,26.7,12.8,47.1,63.9,Medium
417,South America,History,Male,11,16,40,45.3,12.8,58.4,73.9,High
418,North America,Science,Male,11,17,11,37.3,9.5,32.9,61.7,Medium
419,Europe,History,Female,12,17,11,33.0,9.1,36.1,65.9,Medium
420,East Asia,History,Male,10,16,13,31.6,12.5,52.2,65.3,Medium
421,South America,Economics,Male,9,15,34,31.1,9.2,50.6,66.4,High
422,Africa,Economics,Female,12,17,10,13.4,0.0,41.7,46.2,Low
423,Africa,English,Male,12,18,15,18.1,7.3,53.9,51.9,Low
424,East Asia,Computer Science,Male,11,17,7,24.4,9.1,27.2,81.1,Low
425,South Asia,Computer Science,Male,9,14,39,52.1,11.1,56.9,83.8,High
426,Europe,Mathematics,Female,10,16,13,35.2,11.0,37.7,63.7,Medium
427,South America,Computer Science,Other,10,15,36,44.3,9.1,59.2,87.1,High
428,Africa,Economics,Female,12,18,28,30.4,9.1,39.1,62.9,High
429,North America,Mathematics,Female,10,16,28,26.7,1.8,49.2,68.1,Medium
430,Africa,Computer Science,Female,11,17,40,41.9,9.1,54.0,66.2,High
431,North America,Mathematics,Female,12,17,11,48.9,2.7,38.6,72.7,High
432,Africa,English,Female,11,16,39,20.8,12.6,21.7,51.5,High
433,Africa,Computer Science,Male,11,17,18,32.8,6.8,41.8,67.4,Medium
434,North America,Economics,Male,9,15,22,36.0,13.3,44.3,61.5,High
435,South Asia,Computer Science,Male,10,15,24,47.0,9.7,51.1,80.8,High
436,North America,Computer Science,Other,9,15,8,22.5,1.1,47.8,73.7,Low
437,East Asia,Science,Female,9,14,26,15.9,14.7,30.7,75.9,Medium
438,South America,Computer Science,Female,11,17,7,15.7,11.9,38.4,61.6,Low
439,North America,History,Male,11,16,28,31.9,0.4,59.7,59.5,High
440,South Asia,Economics,Male,9,15,23,34.3,8.7,52.1,54.3,High
441,South America,History,Other,10,15,20,43.6,10.8,57.8,75.6,High
442,Europe,Mathematics,Male,11,16,8,41.4,14.7,37.2,81.4,Medium
443,North America,History,Female,9,15,15,21.0,12.6,41.3,62.3,Low
444,South Asia,Computer Science,Male,11,17,14,23.5,15.5,52.6,69.6,Low
445,East Asia,Computer Science,Female,10,16,22,19.1,11.3,24.9,54.4,Medium
446,East Asia,English,Male,10,15,28,36.7,3.9,62.2,72.9,High
447,Europe,Science,Female,10,16,19,26.5,7.2,21.8,74.5,Medium
448,South America,Economics,Male,10,15,13,20.7,3.3,42.7,58.9,Low
449,East Asia,Computer Science,Male,12,17,14,29.2,5.8,39.5,72.5,Medium
450,Europe,Economics,Female,12,18,31,51.3,9.4,68.7,82.2,High
451,South America,Computer Science,Male,12,18,25,12.8,8.6,46.2,71.5,Low
452,South America,Computer Science,Male,11,16,19,26.9,10.2,27.4,73.4,Medium
453,South Asia,English,Female,10,15,41,48.3,6.6,61.3,78.9,High
454,North America,Computer Science,Male,10,15,43,61.2,14.8,66.5,100.0,High
455,East Asia,English,Male,11,17,17,43.6,7.5,41.5,72.6,High
456,East Asia,Computer Science,Male,11,16,12,50.7,8.8,67.5,80.0,High
457,North America,Mathematics,Female,12,17,13,37.1,10.5,49.1,69.3,Medium
458,East Asia,Science,Male,10,15,49,54.1,11.8,72.4,100.0,High
459,South America,Science,Female,11,17,24,42.7,12.0,60.6,69.8,High
460,North America,English,Female,9,15,27,21.2,9.3,42.2,71.0,Medium
461,Africa,Computer Science,Male,10,16,40,26.7,11.2,37.6,60.2,High
462,North America,Mathematics,Female,10,16,27,20.1,14.3,32.7,66.0,Medium
463,Africa,Computer Science,Female,11,16,8,37.2,2.8,57.6,66.5,Medium
464,South Asia,Computer Science,Female,9,15,34,41.9,11.3,50.9,66.7,High
465,North America,Computer Science,Male,9,15,31,34.6,15.3,53.2,93.9,High
466,South America,History,Female,9,15,23,33.3,15.6,43.9,81.5,Medium
467,North America,Mathematics,Male,11,16,15,40.4,0.0,51.6,62.6,Medium
468,East Asia,History,Male,10,15,24,26.5,5.8,42.9,73.4,Medium
469,Europe,Science,Male,9,15,14,45.2,11.7,68.4,68.9,High
470,South America,Science,Female,12,18,24,22.7,10.5,25.3,67.3,Medium
471,Africa,Economics,Male,11,16,11,24.8,8.0,44.7,63.2,Low
472,Africa,History,Female,11,17,9,21.5,16.5,41.5,71.2,Low
473,South Asia,Economics,Female,11,17,18,23.1,5.8,41.6,65.4,Medium
474,South Asia,English,Male,10,16,8,22.3,3.8,22.8,61.0,Low
475,East Asia,English,Male,9,14,37,31.8,8.5,56.1,74.5,High
476,Africa,Economics,Male,9,14,32,45.5,12.8,60.4,78.6,High
477,South America,History,Female,12,18,34,30.0,5.9,42.6,60.7,High
478,North America,Economics,Female,10,15,18,24.1,1.9,54.3,61.4,Medium
479,East Asia,Mathematics,Male,12,18,33,19.7,7.2,28.8,76.8,Medium
480,North America,History,Female,10,15,18,48.4,4.3,67.5,82.7,High
481,Europe,Computer Science,Male,10,15,7,4.7,8.3,40.2,62.7,Low
482,Africa,Computer Science,Female,12,18,18,21.1,11.6,19.7,70.0,Low
483,Europe,Computer Science,Male,11,16,29,50.2,9.9,65.4,87.2,High
484,Africa,Mathematics,Female,11,16,26,30.8,15.1,37.4,71.2,High
485,South Asia,History,Male,11,16,30,41.4,11.0,52.0,62.8,High
486,Europe,Mathematics,Male,12,18,10,15.5,7.4,38.2,60.4,Low
487,South Asia,Computer Science,Female,10,16,18,12.9,4.8,39.6,50.2,Low
488,East Asia,History,Female,10,16,43,39.8,9.2,32.1,79.4,High
489,Africa,Science,Male,12,17,15,41.3,6.9,22.6,62.6,Medium
490,East Asia,Computer Science,Male,9,15,28,17.4,11.2,41.5,79.1,Medium
491,South America,Computer Science,Male,9,14,26,30.5,9.1,37.0,81.6,Medium
492,South America,Mathematics,Male,12,18,9,16.9,0.0,35.7,33.1,Low
493,Africa,Mathematics,Female,12,18,48,47.6,11.0,64.5,75.0,High
494,East Asia,Science,Female,11,16,25,32.2,15.8,34.6,60.2,High
495,Europe,Mathematics,Male,9,14,23,30.6,7.4,63.8,75.4,Medium
496,South Asia,History,Male,11,16,36,29.5,12.8,46.1,66.0,High
497,North America,Economics,Female,12,18,5,36.8,7.8,47.9,64.2,Low
498,South Asia,Mathematics,Female,9,15,6,36.5,6.6,42.1,48.6,Medium
499,South America,History,Female,9,14,17,20.6,8.7,26.9,62.9,Low
500,South Asia,English,Female,10,15,4,27.2,14.7,41.3,56.2,Low
501,North America,Economics,Male,10,15,18,24.5,12.6,24.8,68.9,Medium
502,East Asia,English,Female,9,15,31,36.0,22.4,53.9,87.9,High
503,South America,Computer Science,Female,9,14,14,34.3,4.9,53.6,78.4,Medium
504,South America,Economics,Female,10,15,38,39.4,16.4,57.1,54.9,High
505,Europe,Mathematics,Male,10,16,10,5.1,3.9,42.4,41.3,Low
506,South Asia,Science,Female,11,17,7,31.5,12.6,48.1,56.5,Low
507,East Asia,Science,Male,12,18,22,37.0,4.2,42.7,71.4,High
508,Europe,Science,Male,12,17,40,8.7,5.1,30.1,72.4,Medium
509,Europe,History,Male,12,17,19,41.0,1.0,70.4,87.8,High
510,Europe,Mathematics,Female,12,18,8,30.3,8.0,41.5,51.6,Low
511,South America,English,Female,11,16,9,27.1,8.8,35.0,57.9,Low
512,Africa,Mathematics,Male,10,16,46,36.0,11.9,44.9,66.0,High
513,South America,History,Male,9,14,14,21.4,8.9,43.1,60.2,Low
514,Africa,Computer Science,Male,10,16,32,27.5,9.7,56.6,71.6,High
515,South America,English,Female,11,16,18,17.6,6.8,51.3,54.3,Low
516,North America,English,Female,12,18,25,18.0,10.2,41.2,65.6,Medium
517,South America,English,Female,9,14,15,12.5,11.4,13.8,66.8,Low
518,North America,Science,Female,10,16,13,31.2,8.0,64.1,77.5,Medium
519,South Asia,English,Female,10,16,14,21.8,11.9,43.8,76.3,Low
520,East Asia,Economics,Male,10,15,21,34.7,14.6,58.0,59.7,Medium
521,South Asia,Mathematics,Female,11,16,7,25.0,14.0,52.9,52.3,Low
522,North America,Computer Science,Male,9,14,13,35.7,13.6,61.8,69.9,Medium
523,Europe,Mathematics,Female,9,15,43,44.0,7.7,23.9,59.0,High
524,Africa,Mathematics,Female,9,14,22,29.8,11.3,59.9,61.9,High
525,Europe,Science,Female,9,14,15,24.4,12.0,41.9,75.3,Low
526,Europe,Science,Male,9,14,25,21.8,5.0,26.2,54.8,Medium
527,South America,Science,Female,12,18,28,40.6,9.9,34.0,62.2,High
528,North America,Economics,Female,9,15,8,14.2,11.9,42.2,61.7,Low
529,South America,Economics,Other,10,16,32,49.3,12.0,58.8,89.2,High
530,South America,Computer Science,Male,11,16,12,0.0,16.9,39.1,62.9,Low
531,East Asia,Mathematics,Female,12,17,11,17.9,8.2,50.0,75.7,Low
532,North America,Economics,Male,11,17,31,23.5,6.9,29.6,74.4,Medium
533,North America,Economics,Female,9,15,32,23.4,6.9,46.6,65.7,Medium
534,Europe,Mathematics,Female,9,14,7,40.4,13.1,42.4,76.5,Medium
535,East Asia,English,Female,9,15,25,42.6,12.0,58.3,84.3,High
536,North America,Computer Science,Female,9,15,27,46.3,8.6,69.5,80.2,High
537,South Asia,Mathematics,Female,9,15,26,44.2,17.0,42.5,56.3,High
538,North America,Mathematics,Female,10,16,29,39.9,13.5,37.4,78.6,High
539,East Asia,History,Male,12,17,22,42.8,12.6,28.7,81.5,High
540,North America,English,Female,11,17,31,21.7,4.6,39.5,66.4,Medium
541,Africa,English,Female,12,18,15,28.4,8.6,57.0,49.8,Medium
542,North America,Computer Science,Male,11,17,11,30.9,7.1,52.0,63.1,Medium
543,Europe,History,Female,9,15,18,1.6,6.0,14.1,56.8,Low
544,Europe,Computer Science,Male,10,16,16,37.6,21.3,39.5,71.9,Medium
545,Africa,Mathematics,Female,10,16,29,32.0,11.8,48.5,56.7,High
546,North America,Mathematics,Male,11,16,5,8.4,10.4,26.3,56.3,Low
547,South Asia,Science,Female,12,18,15,54.7,10.5,57.9,61.7,High
548,East Asia,Science,Male,11,17,12,31.4,4.7,42.6,64.3,Medium
549,East Asia,Science,Female,12,18,26,31.4,12.5,52.9,66.5,High
550,Africa,Computer Science,Female,9,14,17,36.1,14.1,55.9,67.7,Medium
551,Africa,Mathematics,Female,10,15,13,25.9,5.8,48.9,61.3,Low
552,South Asia,Mathematics,Male,12,17,25,20.5,8.8,35.2,42.2,Medium
553,Africa,Science,Female,9,14,20,15.8,6.6,24.1,54.5,Low
554,Europe,Science,Female,12,18,41,40.1,9.1,55.5,75.6,High
555,South America,Science,Male,10,15,14,29.9,12.1,52.7,70.8,Medium
556,East Asia,Science,Male,10,15,10,26.2,13.0,58.9,73.1,Low
557,Africa,History,Male,9,15,13,17.9,9.3,41.1,46.0,Low
558,South America,Mathematics,Female,11,17,29,15.3,7.0,56.6,53.5,Medium
559,Africa,Mathematics,Male,9,15,11,16.6,14.5,48.7,59.2,Low
560,South America,Economics,Female,10,16,27,40.5,8.7,40.2,81.8,High
561,East Asia,Mathematics,Female,11,17,19,45.8,13.1,63.1,78.5,High
562,North America,Mathematics,Male,12,18,21,26.9,10.8,54.0,55.7,Medium
563,South Asia,Mathematics,Male,11,17,16,26.8,8.4,28.9,69.2,Medium
564,Europe,History,Male,9,15,9,23.8,8.4,40.9,74.1,Low
565,South America,Computer Science,Male,11,17,13,22.0,7.9,39.0,68.0,Low
566,Europe,Computer Science,Male,9,15,20,40.3,8.0,52.1,81.8,High
567,Europe,Computer Science,Female,12,18,13,12.6,3.5,35.8,71.0,Low
568,Europe,Mathematics,Female,11,16,7,34.2,10.7,37.0,67.4,Low
569,East Asia,English,Male,11,16,36,42.2,7.3,54.6,95.9,High
570,East Asia,History,Male,9,15,27,37.4,17.1,60.8,88.2,High
571,South America,Computer Science,Female,12,18,21,31.7,8.2,54.2,83.6,Medium
572,South Asia,English,Female,12,17,31,44.5,10.5,40.7,71.8,High
573,Europe,Economics,Female,11,16,12,22.8,9.3,49.7,55.5,Low
574,North America,Economics,Female,12,17,16,30.4,6.0,30.7,58.1,Medium
575,North America,Computer Science,Male,11,17,9,30.0,6.5,37.6,60.7,Low
576,South Asia,Computer Science,Other,12,17,14,31.6,18.4,44.3,73.3,Medium
577,South America,Economics,Male,9,14,24,35.3,17.0,54.6,60.6,High
578,East Asia,Computer Science,Male,9,15,24,19.3,6.2,23.6,67.1,Medium
579,South America,History,Female,10,15,48,54.1,7.5,56.5,83.8,High
580,North America,English,Female,9,14,15,23.4,10.1,45.9,67.7,Low
581,North America,English,Female,11,17,29,34.8,5.0,48.4,93.1,High
582,South America,Computer Science,Female,12,17,40,57.1,7.2,58.8,81.2,High
583,North America,Science,Female,11,17,13,26.8,15.7,56.5,78.2,Low
584,North America,History,Male,10,15,53,72.1,9.6,66.2,75.2,High
585,South Asia,History,Male,11,16,25,36.6,13.7,48.6,71.6,High
586,South America,English,Female,11,16,13,33.8,16.0,41.7,85.7,Medium
587,Africa,English,Female,9,14,27,48.8,11.8,38.7,70.7,High
588,North America,Mathematics,Male,11,16,15,16.1,7.2,25.8,69.9,Low
589,South America,Computer Science,Male,9,15,27,31.4,13.7,53.2,68.6,High
590,South America,Mathematics,Female,12,17,12,13.6,2.2,36.2,59.1,Low
591,Africa,Mathematics,Female,9,14,15,46.2,4.9,43.1,57.7,High
592,South America,Science,Female,12,17,21,22.9,9.5,47.8,65.9,Medium
593,Europe,History,Female,9,15,5,33.3,3.4,40.5,73.8,Low
594,South America,Science,Female,11,16,29,44.7,8.4,40.7,68.4,High
595,Europe,Economics,Male,9,14,22,11.9,7.6,29.4,72.1,Low
596,Africa,Economics,Female,11,17,29,36.8,5.1,43.0,51.7,High
597,East Asia,English,Female,9,14,13,32.7,12.2,49.7,74.1,Medium
598,Africa,Economics,Female,12,17,21,30.1,7.8,41.4,51.0,Medium
599,East Asia,Mathematics,Male,12,18,14,3.8,10.0,33.5,38.6,Low
600,East Asia,Mathematics,Other,10,16,12,25.1,5.4,34.6,56.1,Low
601,East Asia,English,Female,9,15,10,33.9,11.7,37.9,58.3,Medium
602,Africa,Economics,Male,11,16,27,32.4,11.8,61.3,68.7,High
603,Africa,History,Female,9,14,25,31.2,7.0,45.1,58.1,Medium
604,North America,Computer Science,Male,12,17,21,52.9,11.0,66.8,76.7,High
605,Africa,History,Female,9,14,26,41.4,12.0,55.2,79.1,High
606,East Asia,English,Male,12,17,25,33.5,7.1,35.6,76.1,High
607,Europe,Economics,Female,11,17,15,12.0,4.8,39.6,76.4,Low
608,East Asia,Economics,Female,12,17,16,28.6,8.7,66.2,69.2,Medium
609,South America,English,Female,12,17,10,15.7,7.0,45.1,58.3,Low
610,South America,Computer Science,Male,11,16,14,27.3,6.1,42.6,64.0,Medium
611,South America,History,Female,9,14,28,32.5,7.6,50.0,71.1,High
612,South Asia,History,Female,10,16,31,48.7,6.6,52.7,88.2,High
613,Africa,Mathematics,Female,11,16,8,25.2,10.7,50.9,68.3,Low
614,South Asia,Science,Male,12,18,21,44.8,0.2,52.6,68.1,High
615,Africa,Economics,Other,11,16,6,23.4,10.0,46.9,63.1,Low
616,East Asia,Science,Female,10,16,26,37.2,9.4,43.9,61.7,High
617,Europe,History,Female,10,16,12,33.8,11.0,59.2,66.0,Medium
618,Europe,Economics,Male,10,16,19,32.0,9.8,45.9,68.1,Medium
619,North America,History,Female,11,16,20,35.0,11.0,50.4,72.8,Medium
620,North America,Science,Male,9,14,4,24.7,10.6,49.9,77.4,Low
621,South Asia,Economics,Female,12,18,32,27.5,6.1,35.3,67.6,High
622,South Asia,Mathematics,Female,11,17,18,50.4,8.5,68.5,67.4,High
623,North America,Computer Science,Male,9,15,11,29.6,11.8,36.4,73.1,Medium
624,South Asia,Science,Male,11,16,36,33.2,13.8,55.4,70.2,High
625,East Asia,History,Female,10,15,15,34.9,7.2,43.7,83.5,Medium
626,Europe,English,Male,11,17,5,20.4,4.4,20.8,54.1,Low
627,South Asia,History,Female,10,16,14,9.8,1.2,41.9,52.4,Low
628,South Asia,English,Male,11,16,25,26.3,7.8,28.4,76.6,Medium
629,East Asia,History,Male,9,15,19,22.8,2.9,16.9,55.5,Medium
630,South Asia,Economics,Female,12,18,3,18.7,0.4,30.8,56.6,Low
631,Africa,Computer Science,Other,12,17,11,2.3,2.2,25.0,56.7,Low
632,Europe,English,Female,10,16,23,28.9,11.9,46.5,77.0,Medium
633,South Asia,Economics,Male,12,17,35,19.8,10.3,51.6,62.1,Medium
634,South Asia,Economics,Other,12,17,17,23.8,12.8,36.8,71.7,Low
635,Europe,History,Female,10,16,13,35.7,10.3,57.3,67.7,Medium
636,Africa,History,Female,11,16,5,42.3,7.1,38.2,78.3,Medium
637,Europe,Mathematics,Female,9,14,18,26.7,3.9,27.2,51.2,Medium
638,Europe,History,Male,12,18,26,30.7,10.6,43.0,80.6,High
639,Africa,Science,Female,11,17,13,29.7,11.8,50.4,63.7,Medium
640,South America,Mathematics,Female,9,15,24,57.4,11.5,55.5,49.7,High
641,Africa,Economics,Other,12,18,23,46.8,12.3,61.0,80.3,High
642,South America,Science,Male,9,14,7,7.7,7.5,31.5,52.7,Low
643,South America,History,Male,11,16,6,16.7,5.2,40.9,51.3,Low
644,South Asia,Economics,Female,9,15,11,28.4,10.3,36.8,58.0,Low
645,Africa,History,Female,9,15,14,26.2,4.5,61.5,63.5,Low
646,Europe,Computer Science,Female,9,15,32,14.7,11.5,49.4,69.7,Medium
647,South Asia,Computer Science,Male,9,15,14,37.1,8.9,39.7,66.0,Medium
648,East Asia,English,Female,11,17,31,43.1,1.1,50.1,69.5,High
649,South America,Economics,Male,12,18,29,40.6,6.8,46.6,64.1,High
650,South America,Economics,Male,12,17,17,29.4,16.3,30.7,69.4,Medium
651,South Asia,English,Male,12,17,12,0.8,11.0,35.1,67.7,Low
652,East Asia,Computer Science,Male,11,16,9,5.2,6.2,40.4,64.0,Low
653,Europe,Science,Female,10,16,7,8.8,8.4,41.2,49.7,Low
654,Africa,Mathematics,Male,12,17,30,34.0,16.8,55.2,58.7,High
655,East Asia,History,Female,9,15,7,5.4,10.9,21.8,67.0,Low
656,East Asia,History,Male,11,17,14,31.4,12.0,36.0,82.0,Medium
657,Africa,History,Male,9,14,26,28.2,10.3,41.7,52.8,Medium
658,East Asia,Computer Science,Other,11,17,9,24.9,6.0,34.4,79.9,Low
659,North America,English,Female,10,15,19,45.3,17.7,44.0,75.1,High
660,Europe,Computer Science,Male,9,15,12,11.4,6.5,29.4,64.8,Low
661,Europe,Economics,Female,12,17,13,28.6,10.9,41.9,75.6,Medium
662,Africa,Mathematics,Male,12,17,18,47.1,4.8,42.8,68.6,High
663,North America,English,Male,11,17,6,19.3,10.6,61.3,74.2,Low
664,Europe,Science,Male,10,16,36,21.1,4.8,55.8,64.4,High
665,East Asia,History,Female,11,16,13,23.8,6.8,29.5,67.9,Low
666,Africa,English,Male,12,17,14,38.4,9.3,51.4,55.1,Medium
667,East Asia,Science,Female,12,17,20,22.6,10.5,64.7,73.8,Medium
668,South America,Science,Female,10,16,5,30.8,5.1,53.4,56.9,Low
669,South America,English,Male,11,17,23,9.9,4.8,20.0,48.7,Low
670,North America,Mathematics,Female,10,15,24,15.9,12.8,39.4,62.1,Low
671,South America,Mathematics,Male,11,16,23,35.2,11.3,30.8,62.6,High
672,East Asia,History,Female,11,17,9,21.1,14.2,22.0,71.0,Low
673,East Asia,Economics,Female,9,14,11,40.2,13.1,46.5,79.6,Medium
674,North America,History,Male,12,18,10,37.4,2.5,46.8,63.5,Medium
675,East Asia,Economics,Male,11,16,10,8.4,7.1,37.7,50.0,Low
676,Africa,Mathematics,Female,9,15,11,16.5,2.3,32.6,39.1,Low
677,East Asia,Economics,Male,12,17,15,40.4,3.7,54.0,66.8,Medium
678,North America,History,Female,12,17,22,20.1,0.0,45.0,70.1,Medium
679,East Asia,Computer Science,Male,11,17,9,18.7,12.6,55.9,55.7,Low
680,South America,Mathematics,Male,9,14,36,25.7,13.8,47.9,56.4,High
681,Africa,History,Male,11,17,17,13.2,11.0,33.7,63.8,Low
682,North America,English,Male,9,14,18,22.4,13.2,26.5,77.5,Low
683,South America,Economics,Other,12,17,9,21.5,2.5,22.6,56.4,Low
684,South America,Computer Science,Male,9,15,16,37.7,17.7,60.1,65.6,Medium
685,Europe,Economics,Female,11,16,12,32.6,9.8,42.1,70.8,Medium
686,Africa,Economics,Male,11,17,16,25.0,3.8,35.8,52.4,Medium
687,South Asia,Computer Science,Male,11,16,17,43.0,3.3,47.3,66.0,High
688,East Asia,Science,Male,11,17,36,41.4,12.8,39.7,83.3,High
689,South Asia,Science,Female,10,16,28,25.0,5.7,43.3,72.0,Medium
690,Africa,Economics,Female,12,17,32,28.7,3.8,48.4,60.0,High
691,South America,History,Male,12,17,16,16.8,5.6,20.4,54.7,Low
692,Africa,Economics,Other,10,16,11,8.0,5.9,28.5,56.1,Low
693,South America,Computer Science,Male,12,17,29,42.3,10.5,57.1,78.2,High
694,South America,History,Female,12,17,14,2.6,10.4,12.7,57.4,Low
695,North America,Mathematics,Male,10,16,8,45.3,8.9,73.0,74.6,Medium
696,Europe,Economics,Female,11,17,23,41.6,13.6,42.9,82.7,High
697,Africa,Science,Male,9,15,34,53.6,6.5,40.4,83.9,High
